latitude,longitude
54.3512,-3.41697
51.9667,5.56667
42,12.1
49.4424,1.09849
56.3,34
49,38.28
41.7833,3.03333
41.7833,3.03333
47,-122.2
46.5438,11.5614
50.8738,8.02341
53.6473,-3.00733
52.5339,13.181
47.6667,9.5
52.6058,11.8558
52,36
49.5,14.5
47.2413,-122.459
52.08,4.3
56.5,14.9
41.6639,-83.5553
41.6639,-83.5553
41.6639,-83.5553
47.0748,9.9042
34.43,136.31
43.2708,-85.2563
48.0333,7.7667
52.0918,5.1145
49.2655,-123.206
52.0333,5.55
54.9902,-2.3671
52.3,21
52.3,30
52.6,10.0667
47.9299,10.8134
54.6833,25.3167
49.7878,9.9361
37.45,-119.35
47.3667,8.55
47.3667,8.55
50.3058,8.32213
49.2,16.6166
48.6167,6.25
49,15
41.767,-72.677
41.7302,-71.2825
41.5609,-86.4251
41.5609,-86.4251
55.58,14.334
55.58,14.334
49.38,16.81
49.38,16.81
42.0945,-86.3253
42.036,-86.511
42.0333,-86.5128
42.0333,-86.5128
42.093,-86.359
42.093,-86.359
41.273,-86.625
41.273,-86.625
41.273,-86.625
42.0945,-86.3253
42.0945,-86.3253
41.3423,-86.7368
41.3423,-86.7368
41.3423,-86.7368
42.036,-86.511
42.036,-86.511
49,2
56.0328,14.775
62.7989,17.9103
56.68,16.5
56.3,16
41.1876,-87.1923
56.4606,15.8127
48.8,17.1
49.33,15.76
55.8,13.1
51.15,0.4
51,7
55.705,13.196
55.9473,13.821
56.1494,15.7884
43.7703,11.2547
48.6103,2.3086
35,-79.18
56.07,13.74
57.7,15.8
56.4,12.9
56.4,12.9
56.4,12.9
41.6833,2.8
55.76,14.12
49.4112,16.2815
49.4112,16.2815
50,8.5
46.5,6.08
56.1,13.74
56.1,13.74
47.5,11.5
50.5,7.5
56.0328,14.775
55.71,13.2
55.71,13.2
44,12.37
47.5,1.5
60.25,18.37
58,56.3167
41.5,2.25
49,16
50.5,8.5
55.6942,13.4504
62.69,18
58.9,11.2
59,18
54.6833,25.3167
50.0667,8.5333
56.06,14.29
35,77
56.06,13.97
56.0648,13.9707
41.6862,-86.8513
41.6862,-86.8513
42.0945,-86.3253
42.0945,-86.3253
42.036,-86.511
56.1,13.9167
57.75,16.6333
38.6536,48.7992
38.6536,48.7992
38.6536,48.7992
38.7406,48.6131
38.7406,48.6131
38.7833,48.5517
38.7833,48.5517
38.7833,48.5517
38.7833,48.5517
38.9522,48.925
38.9522,48.925
38.9786,48.5594
38.9786,48.5594
41.8296,46.2831
41.8296,46.2831
41.8296,46.2831
41.8296,46.2831
41.8296,46.2831
41.8296,46.2831
41.8296,46.2831
41.8296,46.2831
41.8296,46.2831
41.8296,46.2831
41.7942,43.4767
40.1408,44.8203
39.8692,45.3622
39.8692,45.3622
39.8692,45.3622
39.8692,45.3622
39.8692,45.3622
55.9681,-3.21833
57.9,-5.1525
57.9672,-3.96722
62.8622,18.336
62.8622,18.336
62.8698,18.381
62.8794,18.4473
57.7133,15.0689
57.3089,18.1512
57.2608,16.3675
57.2608,16.3675
62.9147,18.4045
57.6781,14.9986
57.6781,14.9986
63.016,18.3175
55.7488,13.3742
55.8106,14.2091
55.8106,14.2091
55.8106,14.2091
62.806,18.1896
62.806,18.1896
57.3263,15.8979
57.3263,15.8979
57.3263,15.8979
56.5804,16.4063
57.5089,15.0105
55.4234,13.9905
57.8765,14.8549
55.7491,13.399
55.7491,13.399
55.7491,13.399
56.047,13.9519
56.0573,14.302
57.2746,16.1494
57.2746,16.1494
57.7215,18.3837
55.9745,14.3997
62.8815,18.4055
62.9513,18.2763
56.1633,14.6806
56.1633,14.6806
55.5678,14.3398
57.2545,18.2109
57.2545,18.2109
57.2545,18.2109
57.8009,18.5162
57.8009,18.5162
57.8009,18.5162
57.6511,14.8043
56.0648,13.9707
55.5796,14.3336
55.4242,13.8484
55.8877,-3.21072
40.11,-7.47
38.45,-7.5
40.04,-7.11
39.29,-7.4
38.75,-7.59
38.53,-8.02
38.22,-7.84
38.77,-4.07
39.15,-4.54
39.72,-6.89
42.19,-7.8
39.88,-0.36
41.94,2.64
41.7,-3.68
41.43,2.13
36.52,-5.27
38.37,-2.66
42.52,-0.56
42.49,0.54
41.54,2.39
40.37,-5.74
40.94,-1.37
36.97,-3.36
38.25,-4.32
41.21,-4.54
42.23,-4.64
41.15,-4.32
40.05,-4.65
42.31,3.19
40.83,-2
38.07,-6.66
40.29,-6.67
41.81,2.34
38.26,-5.42
40.79,-4.05
36.77,-5.39
39.4,-5.33
39.4,-5.78
40.82,-1.68
41.67,2.62
40.4,-5
42.23,-3.69
43.05,-5.37
42.28,-5.92
40.87,-4.5
41.58,-4.71
38.86,-3.16
39.58,-3.93
39.66,-4.34
42.46,0.7
41.57,-5.64
38.06,-4.38
38.19,-6.24
40.71,-5.04
41.67,2
40.45,-1.6
42.97,-1.23
42.34,1.3
42.76,-0.23
42.87,-6.45
43.28,-6.01
41.86,2.99
38.6,-2.7
40.86,-4.11
42.34,2.17
42.13,-6.7
38.33,-3.51
42.84,-5.12
41.48,-1.63
37.09,-3.38
41.19,-3.58
43.4,-7.39
41.03,-3.27
41.5,-1.88
42.11,0.6
41.6,-2.83
43.37,-5.49
42.86,-3.59
42.1,-5.44
42.26,-2.99
42.04,1.01
40.89,-5.5
41.95,-7.45
42.31,-2.53
41.88,-6.51
42.8,-5.77
39.85,-6.04
41.85,-1.88
40.5,-3.96
31.48,-7.45
53.05,52.15
51.37,59.44
51.41,59.98
53.04,51.96
53.04,51.9
53.04,51.94
55.36,61.41
52.99,52.16
53.06,51.96
51.37,59.44
51.84,79.48
51.82,79.48
51.84,79.46
52.52,85.27
53.6,79.37
51.31,82.59
51.36,82.59
51.32,82.55
51.33,82.54
51.35,82.18
51.34,82.16
51.65,80.79
51.67,80.82
51.63,80.83
54.13,81.31
51.87,80.6
51.75,80.82
51.77,80.85
51.73,80.86
53.82,80.31
51.87,80.06
51.9,80.06
51.84,80.06
52.1,79.31
45.07,18.72
45.17,18.7
39.126899,16.170188
40.37,16.77
39.48,16.28
39.13,16.17
40.68,14.87
38.44,16.13
38.92,16.47
40.64,17.31
38.45,16.04
38.97,16.34
41.18,14.18
40.84,14.57
39.58,16.21
41.33,14.09
46.366,11.2832
46.366,11.2832
46.366,11.2832
46.366,11.2832
46.3668,11.2837
46.3668,11.2837
46.3668,11.2837
46.3668,11.2837
46.3668,11.2837
46.3668,11.2837
46.3718,11.2866
46.3718,11.2866
46.3718,11.2866
46.3378,11.2928
46.3378,11.2928
46.3378,11.2928
46.3378,11.2928
46.3378,11.2928
46.3378,11.2928
46.3378,11.2928
46.3378,11.2928
46.3378,11.2928
46.3378,11.2928
46.3378,11.2928
46.3378,11.2928
46.3378,11.2928
46.3378,11.2928
46.3378,11.2928
46.3378,11.2928
46.3378,11.2928
41.62,23.94
41.57,23.85
41.37,23.14
42.32,23.1
43.7,25.91
41.53,23.39
41.53,23.39
41.5,23.33
41.64,24.18
41.57,24.84
41.62,25.35
41.85,23.13
41.85,23.13
42.32,23.1
42.32,23.1
42.49,25.61
41.84,25.75
41.54,24.98
41.66,25.47
41.55,24.75
41.83,25.69
41.77,25.68
42.72,25.33
41.71,24.41
41.42,23.67
37.6,23.08
37.07,22.04
37.63,21.62
48.46,18.9
48.46,18.9
48.47,18.94
48.46,18.9
48.47,18.96
48.47,18.94
48.47,18.94
44.69,25.17
45.95,22.62
45.57,25.42
46.01,22.33
45.84,23.16
45.14,25
47.16,27.59
41.45,70.05
44.38,21.22
44.23,21.71
43.54,22.29
44.66,21.37
44.56,22.56
44.3,21.08
44.3,21.08
47.75,88.4
37.47,49.47
33.92,35.7
37.69,14.98
34.1,35.84
42.26,74.16
48.57,9.16
48.55,8.99
48.53,9.01
48.56,9.11
48.41,8.85
48.59,9.22
48.41,8.79
48.43,8.79
48.57,9.17
48.41,8.84
48.5,8.78
48.43,8.79
48.52,9.11
48.53,9.09
48.52,9.05
48.5,8.8
48.54,9.02
48.54,9.01
48.5,9
48.53,9.01
48.39,8.96
48.58,9.18
48.6,9.2
48.54,9.09
48.57,9.16
48.52,9.08
48.5,9.11
48.41,8.84
48.54,9.02
48.54,9.01
48.39,8.85
48.54,9.01
48.54,9.01
48.51,9.11
48.42,8.76
48.45,8.87
48.54,9.09
48.56,9.16
48.6,9.22
48.52,9.08
48.52,9.05
48.53,9.07
48.52,9.05
48.52,9.03
48.4,8.77
48.42,8.79
48.54,9.02
48.55,9.06
39.84,-6.6
42.35,-3.03
41,-4.71
41.81,2.49
40.52,-4.02
43.34,-5.84
42.91,-4.91
40.4,-3.88
42.49,-6.71
42.78,0.69
42.5,-6.15
36.97,-3.28
38.54,-3.39
40.54,-3.69
40.38,-4.21
40.51,-3.9
40.61,-6.57
41.25,-1.32
37.94,-5.6
41.83,-5.38
40.44,-4.27
41.13,-1.43
40.59,-4.15
40.53,-3.92
42.27,0.19
40.48,-3.96
42.31,-3.02
43.31,-5.7
40.11,-5.77
40.65,-4.11
42.86,-0.7
42.96,-6.1
40.46,-3.75
43.33,-5.91
43.36,-5.88
40.57,-3.89
40.51,-4
40.33,-3.8
40.98,-3.8
40.5,-3.88
42.24,-2.62
40.72,-3.21
40.45,-3.67
41.76,2.69
41.89,-2.79
40.94,-3.22
41.78,2.37
36.76,-5.28
41.91,0.17
40.75,-3.99
37.94,-5.45
42.34,-3
43.38,-5.87
41.34,0.99
43.02,-5.6
40.78,-3.62
37.6,-1.12
42.72,-3.44
40.46,-5.32
40.46,-4.26
42.1,-2.56
41.14,-3.68
42.38,1.73
40.4,-4.77
40.93,-3.31
43.16,-5.07
41.93,2.92
42.68,-6.96
42.59,0.76
41.78,2.57
40.95,-5.63
41.14,-3.58
42.54,0.84
37.38,-6.01
42.27,-2.98
40.71,-3.24
42.31,-3.1
40.95,-3.31
40.76,-4.01
40,4.25
50.72,3.47
50.59,3.3
50.68,3.52
47.16,4.28
46.67,4.55
47.58,5.33
47.45,3.94
46.69,4.34
47.43,5.21
48.54,4.32
48.57,4.41
48.59,4.24
48.91,4.52
48.86,4.1
44.05,3.69
44.12,3.77
43.92,3.71
43.91,4.14
44.12,4.33
43.74,3.89
50.6,2.93
50.79,2.69
50.65,2.99
31.48,-7.45
40.92,-8.54
41.32,-1.34
39.73,-5.74
36.83,-6.36
41.8,-3.11
38.92,-6.34
40.74,-3.9
41.05,-3.54
42.69,-6.93
42.63,0.76
51.3333,82.5667
51.32,82.55
51.33,82.19
54.09,60.46
54.06,60.48
53.04,51.75
53.33,49.48
53.33,49.48
51.31,57.56
40.57,15.32
39.18,16.26
38.36,16.23
38.38,16.22
40.28,15.65
39.27,16.27
40.18,16.45
46.3716,11.2376
46.513,11.331
46.513,11.331
46.366,11.2832
46.3378,11.2928
46.3378,11.2928
46.2543,11.167
46.6297,10.817
46.36,11.23
38.62,16.17
38.76,16.24
39.01,16.47
41.62,12.87
41.62,12.87
41.43,23.65
41.59,25.2
41.43,23.5
41.7942,43.4767
41.8296,46.2831
41.2381,46.3728
38.6425,42.2394
48.14,9.4
48.52,8.8
48.56,9.16
48.43,8.82
48.53,9.06
48.52,9.05
48.53,9.04
44.46,25.74
46.11,21.95
44.6419,34.3814
41.45,70.05
41.45,70.05
41.45,70.05
39.8692,45.3622
38.9786,48.5594
38.7406,48.6131
38.6536,48.7992
37.29,71.3
44.34,21.46
44.84,20.16
49.17,16.5
48.0333,7.7667
68.8,15.45
48.02838,7.765567
62.02,34.12
62.02,34.12
61.59,35.11
61.59,35.11
61.94,34.24
61.94,34.24
61.37,61.37
48.331533,14.72665
48.331467,14.715867
48.331467,14.715867
60.4,32.09
61.57,30.63
48.326833,14.718167
48.326833,14.718167
48.326833,14.718167
